Fecha,Liquidez de las sociedades creadoras de depósito (fin de periodo) - Liquidez en Soles (millones S/),fecha_carga
May92,2162,2025-08-11
Jun92,2200,2025-08-11
Jul92,2411,2025-08-11
Ago92,2391,2025-08-11
Sep92,2455,2025-08-11
Oct92,2508,2025-08-11
Nov92,2502,2025-08-11
Dic92,2798,2025-08-11
Ene93,2754,2025-08-11
Feb93,2919,2025-08-11
Mar93,2971,2025-08-11
Abr93,2975,2025-08-11
May93,2899,2025-08-11
Jun93,2959,2025-08-11
Jul93,3282,2025-08-11
Ago93,3255,2025-08-11
Sep93,3229,2025-08-11
Oct93,3371,2025-08-11
Nov93,3390,2025-08-11
Dic93,3732,2025-08-11
Ene94,3661,2025-08-11
Feb94,4015,2025-08-11
Mar94,4248,2025-08-11
Abr94,4286,2025-08-11
May94,4550,2025-08-11
Jun94,5024,2025-08-11
Jul94,5666,2025-08-11
Ago94,5364,2025-08-11
Sep94,5541,2025-08-11
Oct94,5622,2025-08-11
Nov94,5684,2025-08-11
Dic94,6134,2025-08-11
Ene95,5974,2025-08-11
Feb95,6187,2025-08-11
Mar95,6491,2025-08-11
Abr95,6495,2025-08-11
May95,6502,2025-08-11
Jun95,6931,2025-08-11
Jul95,7556,2025-08-11
Ago95,7366,2025-08-11
Sep95,7249,2025-08-11
Oct95,7428,2025-08-11
Nov95,7462,2025-08-11
Dic95,7882,2025-08-11
Ene96,7706,2025-08-11
Feb96,7926,2025-08-11
Mar96,8166,2025-08-11
Abr96,8282,2025-08-11
May96,8310,2025-08-11
Jun96,8500,2025-08-11
Jul96,8841,2025-08-11
Ago96,8647,2025-08-11
Sep96,8826,2025-08-11
Oct96,8733,2025-08-11
Nov96,8934,2025-08-11
Dic96,9593,2025-08-11
Ene97,9109,2025-08-11
Feb97,9124,2025-08-11
Mar97,9763,2025-08-11
Abr97,9609,2025-08-11
May97,9562,2025-08-11
Jun97,9815,2025-08-11
Jul97,10547,2025-08-11
Ago97,10287,2025-08-11
Sep97,10682,2025-08-11
Oct97,10828,2025-08-11
Nov97,11086,2025-08-11
Dic97,11920,2025-08-11
Ene98,11646,2025-08-11
Feb98,11435,2025-08-11
Mar98,11867,2025-08-11
Abr98,11782,2025-08-11
May98,11685,2025-08-11
Jun98,11623,2025-08-11
Jul98,11709,2025-08-11
Ago98,11311,2025-08-11
Sep98,10765,2025-08-11
Oct98,10797,2025-08-11
Nov98,10983,2025-08-11
Dic98,11566,2025-08-11
Ene99,11036,2025-08-11
Feb99,11145,2025-08-11
Mar99,11034,2025-08-11
Abr99,10811,2025-08-11
May99,11032,2025-08-11
Jun99,10972,2025-08-11
Jul99,11750,2025-08-11
Ago99,11469,2025-08-11
Sep99,11632,2025-08-11
Oct99,11529,2025-08-11
Nov99,11703,2025-08-11
Dic99,12564,2025-08-11
Ene00,11887,2025-08-11
Feb00,11432,2025-08-11
Mar00,11895,2025-08-11
Abr00,11616,2025-08-11
May00,11538,2025-08-11
Jun00,11766,2025-08-11
Jul00,12139,2025-08-11
Ago00,11734,2025-08-11
Sep00,11799,2025-08-11
Oct00,11758,2025-08-11
Nov00,11767,2025-08-11
Dic00,12720,2025-08-11
Ene01,11572,2025-08-11
Feb01,11530,2025-08-11
Mar01,11744,2025-08-11
Abr01,12114,2025-08-11
May01,11667,2025-08-11
Jun01,11535,2025-08-11
Jul01,12197,2025-08-11
Ago01,11842,2025-08-11
Sep01,11861,2025-08-11
Oct01,11962,2025-08-11
Nov01,12402,2025-08-11
Dic01,13462,2025-08-11
Ene02,12791,2025-08-11
Feb02,12915,2025-08-11
Mar02,13471,2025-08-11
Abr02,13129,2025-08-11
May02,13193,2025-08-11
Jun02,13587,2025-08-11
Jul02,14794,2025-08-11
Ago02,14265,2025-08-11
Sep02,14015,2025-08-11
Oct02,13899,2025-08-11
Nov02,13907,2025-08-11
Dic02,14742,2025-08-11
Ene03,13928,2025-08-11
Feb03,14085,2025-08-11
Mar03,14292,2025-08-11
Abr03,14346,2025-08-11
May03,14179,2025-08-11
Jun03,14356,2025-08-11
Jul03,15350,2025-08-11
Ago03,15031,2025-08-11
Sep03,14882,2025-08-11
Oct03,15121,2025-08-11
Nov03,15180,2025-08-11
Dic03,16174,2025-08-11
Ene04,16055,2025-08-11
Feb04,16101,2025-08-11
Mar04,16676,2025-08-11
Abr04,16761,2025-08-11
May04,17007,2025-08-11
Jun04,17112,2025-08-11
Jul04,17776,2025-08-11
Ago04,17665,2025-08-11
Sep04,18104,2025-08-11
Oct04,19513,2025-08-11
Nov04,20060,2025-08-11
Dic04,21446,2025-08-11
Ene05,21085,2025-08-11
Feb05,21955,2025-08-11
Mar05,22880,2025-08-11
Abr05,22687,2025-08-11
May05,22702,2025-08-11
Jun05,23096,2025-08-11
Jul05,24867,2025-08-11
Ago05,24779,2025-08-11
Sep05,24894,2025-08-11
Oct05,25238,2025-08-11
Nov05,26067,2025-08-11
Dic05,28264,2025-08-11
Ene06,26726,2025-08-11
Feb06,27070,2025-08-11
Mar06,27708,2025-08-11
Abr06,26495,2025-08-11
May06,26318,2025-08-11
Jun06,26887,2025-08-11
Jul06,27810,2025-08-11
Ago06,27887,2025-08-11
Sep06,28175,2025-08-11
Oct06,28491,2025-08-11
Nov06,30072,2025-08-11
Dic06,33340,2025-08-11
Ene07,33455,2025-08-11
Feb07,33672,2025-08-11
Mar07,34819,2025-08-11
Abr07,34211,2025-08-11
May07,34769,2025-08-11
Jun07,35992,2025-08-11
Jul07,37664,2025-08-11
Ago07,38072,2025-08-11
Sep07,37962,2025-08-11
Oct07,40173,2025-08-11
Nov07,42375,2025-08-11
Dic07,44866,2025-08-11
Ene08,45876,2025-08-11
Feb08,49119,2025-08-11
Mar08,51593,2025-08-11
Abr08,53598,2025-08-11
May08,54253,2025-08-11
Jun08,55071,2025-08-11
Jul08,55839,2025-08-11
Ago08,56323,2025-08-11
Sep08,55951,2025-08-11
Oct08,55910,2025-08-11
Nov08,55994,2025-08-11
Dic08,57083,2025-08-11
Ene09,55300,2025-08-11
Feb09,56253,2025-08-11
Mar09,56064,2025-08-11
Abr09,54924,2025-08-11
May09,55785,2025-08-11
Jun09,56855,2025-08-11
Jul09,59090,2025-08-11
Ago09,58986,2025-08-11
Sep09,58933,2025-08-11
Oct09,60268,2025-08-11
Nov09,62019,2025-08-11
Dic09,65324,2025-08-11
Ene10,65535,2025-08-11
Feb10,66737,2025-08-11
Mar10,69022,2025-08-11
Abr10,68937,2025-08-11
May10,70403,2025-08-11
Jun10,71687,2025-08-11
Jul10,73478,2025-08-11
Ago10,75848,2025-08-11
Sep10,76121,2025-08-11
Oct10,77874,2025-08-11
Nov10,80605,2025-08-11
Dic10,85366,2025-08-11
Ene11,84151,2025-08-11
Feb11,84896,2025-08-11
Mar11,87177,2025-08-11
Abr11,85435,2025-08-11
May11,85752,2025-08-11
Jun11,86010,2025-08-11
Jul11,89699,2025-08-11
Ago11,90560,2025-08-11
Sep11,91501,2025-08-11
Oct11,92065,2025-08-11
Nov11,93373,2025-08-11
Dic11,99520,2025-08-11
Ene12,99766,2025-08-11
Feb12,101709,2025-08-11
Mar12,104331,2025-08-11
Abr12,105881,2025-08-11
May12,107648,2025-08-11
Jun12,107368,2025-08-11
Jul12,108805,2025-08-11
Ago12,110171,2025-08-11
Sep12,111921,2025-08-11
Oct12,114888,2025-08-11
Nov12,117338,2025-08-11
Dic12,122734,2025-08-11
Ene13,123742,2025-08-11
Feb13,127088,2025-08-11
Mar13,127825,2025-08-11
Abr13,128025,2025-08-11
May13,129040,2025-08-11
Jun13,129318,2025-08-11
Jul13,132213,2025-08-11
Ago13,130663,2025-08-11
Sep13,128271,2025-08-11
Oct13,129052,2025-08-11
Nov13,130928,2025-08-11
Dic13,136976,2025-08-11
Ene14,135333,2025-08-11
Feb14,135807,2025-08-11
Mar14,136019,2025-08-11
Abr14,135336,2025-08-11
May14,136146,2025-08-11
Jun14,136894,2025-08-11
Jul14,140976,2025-08-11
Ago14,141918,2025-08-11
Sep14,141779,2025-08-11
Oct14,142719,2025-08-11
Nov14,143227,2025-08-11
Dic14,151445,2025-08-11
Ene15,148877,2025-08-11
Feb15,148046,2025-08-11
Mar15,145775,2025-08-11
Abr15,144858,2025-08-11
May15,144907,2025-08-11
Jun15,144852,2025-08-11
Jul15,147345,2025-08-11
Ago15,145180,2025-08-11
Sep15,145095,2025-08-11
Oct15,146367,2025-08-11
Nov15,148132,2025-08-11
Dic15,156170,2025-08-11
Ene16,153332,2025-08-11
Feb16,152969,2025-08-11
Mar16,151792,2025-08-11
Abr16,152686,2025-08-11
May16,154805,2025-08-11
Jun16,156955,2025-08-11
Jul16,161997,2025-08-11
Ago16,161220,2025-08-11
Sep16,161204,2025-08-11
Oct16,161435,2025-08-11
Nov16,164462,2025-08-11
Dic16,170211,2025-08-11
Ene17,169017,2025-08-11
Feb17,167979,2025-08-11
Mar17,169277,2025-08-11
Abr17,168953,2025-08-11
May17,171814,2025-08-11
Jun17,173702,2025-08-11
Jul17,176919,2025-08-11
Ago17,176620,2025-08-11
Sep17,180275,2025-08-11
Oct17,181738,2025-08-11
Nov17,184726,2025-08-11
Dic17,191498,2025-08-11
Ene18,192458,2025-08-11
Feb18,193010,2025-08-11
Mar18,194496,2025-08-11
Abr18,192777,2025-08-11
May18,194195,2025-08-11
Jun18,195456,2025-08-11
Jul18,199299,2025-08-11
Ago18,201853,2025-08-11
Sep18,201667,2025-08-11
Oct18,204279,2025-08-11
Nov18,207634,2025-08-11
Dic18,215028,2025-08-11
Ene19,212738,2025-08-11
Feb19,210870,2025-08-11
Mar19,214692,2025-08-11
Abr19,213352,2025-08-11
May19,215186,2025-08-11
Jun19,216390,2025-08-11
Jul19,221639,2025-08-11
Ago19,223945,2025-08-11
Sep19,223319,2025-08-11
Oct19,225172,2025-08-11
Nov19,230381,2025-08-11
Dic19,236523,2025-08-11
Ene20,239204,2025-08-11
Feb20,240225,2025-08-11
Mar20,244802,2025-08-11
Abr20,254282,2025-08-11
May20,275528,2025-08-11
Jun20,285352,2025-08-11
Jul20,296738,2025-08-11
Ago20,299646,2025-08-11
Sep20,299949,2025-08-11
Oct20,301230,2025-08-11
Nov20,303193,2025-08-11
Dic20,313028,2025-08-11
Ene21,315391,2025-08-11
Feb21,316394,2025-08-11
Mar21,315948,2025-08-11
Abr21,307364,2025-08-11
May21,302472,2025-08-11
Jun21,299745,2025-08-11
Jul21,311693,2025-08-11
Ago21,312009,2025-08-11
Sep21,310308,2025-08-11
Oct21,307635,2025-08-11
Nov21,305927,2025-08-11
Dic21,310425,2025-08-11
Ene22,306364,2025-08-11
Feb22,302788,2025-08-11
Mar22,301780,2025-08-11
Abr22,297844,2025-08-11
May22,295648,2025-08-11
Jun22,295240,2025-08-11
Jul22,303874,2025-08-11
Ago22,304338,2025-08-11
Sep22,310670,2025-08-11
Oct22,310377,2025-08-11
Nov22,306216,2025-08-11
Dic22,312239,2025-08-11
Ene23,313659,2025-08-11
Feb23,310255,2025-08-11
Mar23,308667,2025-08-11
Abr23,306523,2025-08-11
May23,306706,2025-08-11
Jun23,306689,2025-08-11
Jul23,311868,2025-08-11
Ago23,311765,2025-08-11
Sep23,312540,2025-08-11
Oct23,313357,2025-08-11
Nov23,315382,2025-08-11
Dic23,324779,2025-08-11
Ene24,324714,2025-08-11
Feb24,323390,2025-08-11
Mar24,321394,2025-08-11
Abr24,321458,2025-08-11
May24,330167,2025-08-11
Jun24,338476,2025-08-11
Jul24,347641,2025-08-11
Ago24,353942,2025-08-11
Sep24,357426,2025-08-11
Oct24,361848,2025-08-11
Nov24,361702,2025-08-11
Dic24,366683,2025-08-11
Ene25,366011,2025-08-11
Feb25,363620,2025-08-11
Mar25,360741,2025-08-11
Abr25,356494,2025-08-11
May25,365512,2025-08-11
Jun25,362007,2025-08-11
Ene92,1791,2025-08-12
Feb92,1917,2025-08-12
Mar92,2017,2025-08-12
Abr92,2118,2025-08-12
May92,2162,2025-08-12
Jun92,2200,2025-08-12
Jul92,2411,2025-08-12
Ago92,2391,2025-08-12
Sep92,2455,2025-08-12
Oct92,2508,2025-08-12
Nov92,2502,2025-08-12
Dic92,2798,2025-08-12
Ene93,2754,2025-08-12
Feb93,2919,2025-08-12
Mar93,2971,2025-08-12
Abr93,2975,2025-08-12
May93,2899,2025-08-12
Jun93,2959,2025-08-12
Jul93,3282,2025-08-12
Ago93,3255,2025-08-12
Sep93,3229,2025-08-12
Oct93,3371,2025-08-12
Nov93,3390,2025-08-12
Dic93,3732,2025-08-12
Ene94,3661,2025-08-12
Feb94,4015,2025-08-12
Mar94,4248,2025-08-12
Abr94,4286,2025-08-12
May94,4550,2025-08-12
Jun94,5024,2025-08-12
Jul94,5666,2025-08-12
Ago94,5364,2025-08-12
Sep94,5541,2025-08-12
Oct94,5622,2025-08-12
Nov94,5684,2025-08-12
Dic94,6134,2025-08-12
Ene95,5974,2025-08-12
Feb95,6187,2025-08-12
Mar95,6491,2025-08-12
Abr95,6495,2025-08-12
May95,6502,2025-08-12
Jun95,6931,2025-08-12
Jul95,7556,2025-08-12
Ago95,7366,2025-08-12
Sep95,7249,2025-08-12
Oct95,7428,2025-08-12
Nov95,7462,2025-08-12
Dic95,7882,2025-08-12
Ene96,7706,2025-08-12
Feb96,7926,2025-08-12
Mar96,8166,2025-08-12
Abr96,8282,2025-08-12
May96,8310,2025-08-12
Jun96,8500,2025-08-12
Jul96,8841,2025-08-12
Ago96,8647,2025-08-12
Sep96,8826,2025-08-12
Oct96,8733,2025-08-12
Nov96,8934,2025-08-12
Dic96,9593,2025-08-12
Ene97,9109,2025-08-12
Feb97,9124,2025-08-12
Mar97,9763,2025-08-12
Abr97,9609,2025-08-12
May97,9562,2025-08-12
Jun97,9815,2025-08-12
Jul97,10547,2025-08-12
Ago97,10287,2025-08-12
Sep97,10682,2025-08-12
Oct97,10828,2025-08-12
Nov97,11086,2025-08-12
Dic97,11920,2025-08-12
Ene98,11646,2025-08-12
Feb98,11435,2025-08-12
Mar98,11867,2025-08-12
Abr98,11782,2025-08-12
May98,11685,2025-08-12
Jun98,11623,2025-08-12
Jul98,11709,2025-08-12
Ago98,11311,2025-08-12
Sep98,10765,2025-08-12
Oct98,10797,2025-08-12
Nov98,10983,2025-08-12
Dic98,11566,2025-08-12
Ene99,11036,2025-08-12
Feb99,11145,2025-08-12
Mar99,11034,2025-08-12
Abr99,10811,2025-08-12
May99,11032,2025-08-12
Jun99,10972,2025-08-12
Jul99,11750,2025-08-12
Ago99,11469,2025-08-12
Sep99,11632,2025-08-12
Oct99,11529,2025-08-12
Nov99,11703,2025-08-12
Dic99,12564,2025-08-12
Ene00,11887,2025-08-12
Feb00,11432,2025-08-12
Mar00,11895,2025-08-12
Abr00,11616,2025-08-12
May00,11538,2025-08-12
Jun00,11766,2025-08-12
Jul00,12139,2025-08-12
Ago00,11734,2025-08-12
Sep00,11799,2025-08-12
Oct00,11758,2025-08-12
Nov00,11767,2025-08-12
Dic00,12720,2025-08-12
Ene01,11572,2025-08-12
Feb01,11530,2025-08-12
Mar01,11744,2025-08-12
Abr01,12114,2025-08-12
May01,11667,2025-08-12
Jun01,11535,2025-08-12
Jul01,12197,2025-08-12
Ago01,11842,2025-08-12
Sep01,11861,2025-08-12
Oct01,11962,2025-08-12
Nov01,12402,2025-08-12
Dic01,13462,2025-08-12
Ene02,12791,2025-08-12
Feb02,12915,2025-08-12
Mar02,13471,2025-08-12
Abr02,13129,2025-08-12
May02,13193,2025-08-12
Jun02,13587,2025-08-12
Jul02,14794,2025-08-12
Ago02,14265,2025-08-12
Sep02,14015,2025-08-12
Oct02,13899,2025-08-12
Nov02,13907,2025-08-12
Dic02,14742,2025-08-12
Ene03,13928,2025-08-12
Feb03,14085,2025-08-12
Mar03,14292,2025-08-12
Abr03,14346,2025-08-12
May03,14179,2025-08-12
Jun03,14356,2025-08-12
Jul03,15350,2025-08-12
Ago03,15031,2025-08-12
Sep03,14882,2025-08-12
Oct03,15121,2025-08-12
Nov03,15180,2025-08-12
Dic03,16174,2025-08-12
Ene04,16055,2025-08-12
Feb04,16101,2025-08-12
Mar04,16676,2025-08-12
Abr04,16761,2025-08-12
May04,17007,2025-08-12
Jun04,17112,2025-08-12
Jul04,17776,2025-08-12
Ago04,17665,2025-08-12
Sep04,18104,2025-08-12
Oct04,19513,2025-08-12
Nov04,20060,2025-08-12
Dic04,21446,2025-08-12
Ene05,21085,2025-08-12
Feb05,21955,2025-08-12
Mar05,22880,2025-08-12
Abr05,22687,2025-08-12
May05,22702,2025-08-12
Jun05,23096,2025-08-12
Jul05,24867,2025-08-12
Ago05,24779,2025-08-12
Sep05,24894,2025-08-12
Oct05,25238,2025-08-12
Nov05,26067,2025-08-12
Dic05,28264,2025-08-12
Ene06,26726,2025-08-12
Feb06,27070,2025-08-12
Mar06,27708,2025-08-12
Abr06,26495,2025-08-12
May06,26318,2025-08-12
Jun06,26887,2025-08-12
Jul06,27810,2025-08-12
Ago06,27887,2025-08-12
Sep06,28175,2025-08-12
Oct06,28491,2025-08-12
Nov06,30072,2025-08-12
Dic06,33340,2025-08-12
Ene07,33455,2025-08-12
Feb07,33672,2025-08-12
Mar07,34819,2025-08-12
Abr07,34211,2025-08-12
May07,34769,2025-08-12
Jun07,35992,2025-08-12
Jul07,37664,2025-08-12
Ago07,38072,2025-08-12
Sep07,37962,2025-08-12
Oct07,40173,2025-08-12
Nov07,42375,2025-08-12
Dic07,44866,2025-08-12
Ene08,45876,2025-08-12
Feb08,49119,2025-08-12
Mar08,51593,2025-08-12
Abr08,53598,2025-08-12
May08,54253,2025-08-12
Jun08,55071,2025-08-12
Jul08,55839,2025-08-12
Ago08,56323,2025-08-12
Sep08,55951,2025-08-12
Oct08,55910,2025-08-12
Nov08,55994,2025-08-12
Dic08,57083,2025-08-12
Ene09,55300,2025-08-12
Feb09,56253,2025-08-12
Mar09,56064,2025-08-12
Abr09,54924,2025-08-12
May09,55785,2025-08-12
Jun09,56855,2025-08-12
Jul09,59090,2025-08-12
Ago09,58986,2025-08-12
Sep09,58933,2025-08-12
Oct09,60268,2025-08-12
Nov09,62019,2025-08-12
Dic09,65324,2025-08-12
Ene10,65535,2025-08-12
Feb10,66737,2025-08-12
Mar10,69022,2025-08-12
Abr10,68937,2025-08-12
May10,70403,2025-08-12
Jun10,71687,2025-08-12
Jul10,73478,2025-08-12
Ago10,75848,2025-08-12
Sep10,76121,2025-08-12
Oct10,77874,2025-08-12
Nov10,80605,2025-08-12
Dic10,85366,2025-08-12
Ene11,84151,2025-08-12
Feb11,84896,2025-08-12
Mar11,87177,2025-08-12
Abr11,85435,2025-08-12
May11,85752,2025-08-12
Jun11,86010,2025-08-12
Jul11,89699,2025-08-12
Ago11,90560,2025-08-12
Sep11,91501,2025-08-12
Oct11,92065,2025-08-12
Nov11,93373,2025-08-12
Dic11,99520,2025-08-12
Ene12,99766,2025-08-12
Feb12,101709,2025-08-12
Mar12,104331,2025-08-12
Abr12,105881,2025-08-12
May12,107648,2025-08-12
Jun12,107368,2025-08-12
Jul12,108805,2025-08-12
Ago12,110171,2025-08-12
Sep12,111921,2025-08-12
Oct12,114888,2025-08-12
Nov12,117338,2025-08-12
Dic12,122734,2025-08-12
Ene13,123742,2025-08-12
Feb13,127088,2025-08-12
Mar13,127825,2025-08-12
Abr13,128025,2025-08-12
May13,129040,2025-08-12
Jun13,129318,2025-08-12
Jul13,132213,2025-08-12
Ago13,130663,2025-08-12
Sep13,128271,2025-08-12
Oct13,129052,2025-08-12
Nov13,130928,2025-08-12
Dic13,136976,2025-08-12
Ene14,135333,2025-08-12
Feb14,135807,2025-08-12
Mar14,136019,2025-08-12
Abr14,135336,2025-08-12
May14,136146,2025-08-12
Jun14,136894,2025-08-12
Jul14,140976,2025-08-12
Ago14,141918,2025-08-12
Sep14,141779,2025-08-12
Oct14,142719,2025-08-12
Nov14,143227,2025-08-12
Dic14,151445,2025-08-12
Ene15,148877,2025-08-12
Feb15,148046,2025-08-12
Mar15,145775,2025-08-12
Abr15,144858,2025-08-12
May15,144907,2025-08-12
Jun15,144852,2025-08-12
Jul15,147345,2025-08-12
Ago15,145180,2025-08-12
Sep15,145095,2025-08-12
Oct15,146367,2025-08-12
Nov15,148132,2025-08-12
Dic15,156170,2025-08-12
Ene16,153332,2025-08-12
Feb16,152969,2025-08-12
Mar16,151792,2025-08-12
Abr16,152686,2025-08-12
May16,154805,2025-08-12
Jun16,156955,2025-08-12
Jul16,161997,2025-08-12
Ago16,161220,2025-08-12
Sep16,161204,2025-08-12
Oct16,161435,2025-08-12
Nov16,164462,2025-08-12
Dic16,170211,2025-08-12
Ene17,169017,2025-08-12
Feb17,167979,2025-08-12
Mar17,169277,2025-08-12
Abr17,168953,2025-08-12
May17,171814,2025-08-12
Jun17,173702,2025-08-12
Jul17,176919,2025-08-12
Ago17,176620,2025-08-12
Sep17,180275,2025-08-12
Oct17,181738,2025-08-12
Nov17,184726,2025-08-12
Dic17,191498,2025-08-12
Ene18,192458,2025-08-12
Feb18,193010,2025-08-12
Mar18,194496,2025-08-12
Abr18,192777,2025-08-12
May18,194195,2025-08-12
Jun18,195456,2025-08-12
Jul18,199299,2025-08-12
Ago18,201853,2025-08-12
Sep18,201667,2025-08-12
Oct18,204279,2025-08-12
Nov18,207634,2025-08-12
Dic18,215028,2025-08-12
Ene19,212738,2025-08-12
Feb19,210870,2025-08-12
Mar19,214692,2025-08-12
Abr19,213352,2025-08-12
May19,215186,2025-08-12
Jun19,216390,2025-08-12
Jul19,221639,2025-08-12
Ago19,223945,2025-08-12
Sep19,223319,2025-08-12
Oct19,225172,2025-08-12
Nov19,230381,2025-08-12
Dic19,236523,2025-08-12
Ene20,239204,2025-08-12
Feb20,240225,2025-08-12
Mar20,244802,2025-08-12
Abr20,254282,2025-08-12
May20,275528,2025-08-12
Jun20,285352,2025-08-12
Jul20,296738,2025-08-12
Ago20,299646,2025-08-12
Sep20,299949,2025-08-12
Oct20,301230,2025-08-12
Nov20,303193,2025-08-12
Dic20,313028,2025-08-12
Ene21,315391,2025-08-12
Feb21,316394,2025-08-12
Mar21,315948,2025-08-12
Abr21,307364,2025-08-12
May21,302472,2025-08-12
Jun21,299745,2025-08-12
Jul21,311693,2025-08-12
Ago21,312009,2025-08-12
Sep21,310308,2025-08-12
Oct21,307635,2025-08-12
Nov21,305927,2025-08-12
Dic21,310425,2025-08-12
Ene22,306364,2025-08-12
Feb22,302788,2025-08-12
Mar22,301780,2025-08-12
Abr22,297844,2025-08-12
May22,295648,2025-08-12
Jun22,295240,2025-08-12
Jul22,303874,2025-08-12
Ago22,304338,2025-08-12
Sep22,310670,2025-08-12
Oct22,310377,2025-08-12
Nov22,306216,2025-08-12
Dic22,312239,2025-08-12
Ene23,313659,2025-08-12
Feb23,310255,2025-08-12
Mar23,308667,2025-08-12
Abr23,306523,2025-08-12
May23,306706,2025-08-12
Jun23,306689,2025-08-12
Jul23,311868,2025-08-12
Ago23,311765,2025-08-12
Sep23,312540,2025-08-12
Oct23,313357,2025-08-12
Nov23,315382,2025-08-12
Dic23,324779,2025-08-12
Ene24,324714,2025-08-12
Feb24,323390,2025-08-12
Mar24,321394,2025-08-12
Abr24,321458,2025-08-12
May24,330167,2025-08-12
Jun24,338476,2025-08-12
Jul24,347641,2025-08-12
Ago24,353942,2025-08-12
Sep24,357426,2025-08-12
Oct24,361848,2025-08-12
Nov24,361702,2025-08-12
Dic24,366683,2025-08-12
Ene25,366011,2025-08-12
Feb25,363620,2025-08-12
Mar25,360741,2025-08-12
Abr25,356494,2025-08-12
May25,365512,2025-08-12
Jun25,362007,2025-08-12
Ene92,1791,2025-08-13
Feb92,1917,2025-08-13
Mar92,2017,2025-08-13
Abr92,2118,2025-08-13
May92,2162,2025-08-13
Jun92,2200,2025-08-13
Jul92,2411,2025-08-13
Ago92,2391,2025-08-13
Sep92,2455,2025-08-13
Oct92,2508,2025-08-13
Nov92,2502,2025-08-13
Dic92,2798,2025-08-13
Ene93,2754,2025-08-13
Feb93,2919,2025-08-13
Mar93,2971,2025-08-13
Abr93,2975,2025-08-13
May93,2899,2025-08-13
Jun93,2959,2025-08-13
Jul93,3282,2025-08-13
Ago93,3255,2025-08-13
Sep93,3229,2025-08-13
Oct93,3371,2025-08-13
Nov93,3390,2025-08-13
Dic93,3732,2025-08-13
Ene94,3661,2025-08-13
Feb94,4015,2025-08-13
Mar94,4248,2025-08-13
Abr94,4286,2025-08-13
May94,4550,2025-08-13
Jun94,5024,2025-08-13
Jul94,5666,2025-08-13
Ago94,5364,2025-08-13
Sep94,5541,2025-08-13
Oct94,5622,2025-08-13
Nov94,5684,2025-08-13
Dic94,6134,2025-08-13
Ene95,5974,2025-08-13
Feb95,6187,2025-08-13
Mar95,6491,2025-08-13
Abr95,6495,2025-08-13
May95,6502,2025-08-13
Jun95,6931,2025-08-13
Jul95,7556,2025-08-13
Ago95,7366,2025-08-13
Sep95,7249,2025-08-13
Oct95,7428,2025-08-13
Nov95,7462,2025-08-13
Dic95,7882,2025-08-13
Ene96,7706,2025-08-13
Feb96,7926,2025-08-13
Mar96,8166,2025-08-13
Abr96,8282,2025-08-13
May96,8310,2025-08-13
Jun96,8500,2025-08-13
Jul96,8841,2025-08-13
Ago96,8647,2025-08-13
Sep96,8826,2025-08-13
Oct96,8733,2025-08-13
Nov96,8934,2025-08-13
Dic96,9593,2025-08-13
Ene97,9109,2025-08-13
Feb97,9124,2025-08-13
Mar97,9763,2025-08-13
Abr97,9609,2025-08-13
May97,9562,2025-08-13
Jun97,9815,2025-08-13
Jul97,10547,2025-08-13
Ago97,10287,2025-08-13
Sep97,10682,2025-08-13
Oct97,10828,2025-08-13
Nov97,11086,2025-08-13
Dic97,11920,2025-08-13
Ene98,11646,2025-08-13
Feb98,11435,2025-08-13
Mar98,11867,2025-08-13
Abr98,11782,2025-08-13
May98,11685,2025-08-13
Jun98,11623,2025-08-13
Jul98,11709,2025-08-13
Ago98,11311,2025-08-13
Sep98,10765,2025-08-13
Oct98,10797,2025-08-13
Nov98,10983,2025-08-13
Dic98,11566,2025-08-13
Ene99,11036,2025-08-13
Feb99,11145,2025-08-13
Mar99,11034,2025-08-13
Abr99,10811,2025-08-13
May99,11032,2025-08-13
Jun99,10972,2025-08-13
Jul99,11750,2025-08-13
Ago99,11469,2025-08-13
Sep99,11632,2025-08-13
Oct99,11529,2025-08-13
Nov99,11703,2025-08-13
Dic99,12564,2025-08-13
Ene00,11887,2025-08-13
Feb00,11432,2025-08-13
Mar00,11895,2025-08-13
Abr00,11616,2025-08-13
May00,11538,2025-08-13
Jun00,11766,2025-08-13
Jul00,12139,2025-08-13
Ago00,11734,2025-08-13
Sep00,11799,2025-08-13
Oct00,11758,2025-08-13
Nov00,11767,2025-08-13
Dic00,12720,2025-08-13
Ene01,11572,2025-08-13
Feb01,11530,2025-08-13
Mar01,11744,2025-08-13
Abr01,12114,2025-08-13
May01,11667,2025-08-13
Jun01,11535,2025-08-13
Jul01,12197,2025-08-13
Ago01,11842,2025-08-13
Sep01,11861,2025-08-13
Oct01,11962,2025-08-13
Nov01,12402,2025-08-13
Dic01,13462,2025-08-13
Ene02,12791,2025-08-13
Feb02,12915,2025-08-13
Mar02,13471,2025-08-13
Abr02,13129,2025-08-13
May02,13193,2025-08-13
Jun02,13587,2025-08-13
Jul02,14794,2025-08-13
Ago02,14265,2025-08-13
Sep02,14015,2025-08-13
Oct02,13899,2025-08-13
Nov02,13907,2025-08-13
Dic02,14742,2025-08-13
Ene03,13928,2025-08-13
Feb03,14085,2025-08-13
Mar03,14292,2025-08-13
Abr03,14346,2025-08-13
May03,14179,2025-08-13
Jun03,14356,2025-08-13
Jul03,15350,2025-08-13
Ago03,15031,2025-08-13
